"PSY_CODE","CLASS_CODE","PSY_ORD_TARGET","PSY_ORD_NO","PSY_NAME","PSY_URL","START_DATE","END_DATE","ORIGINAL_END_DATE","LONGITUDINAL_YN","CLOSE_YN","USE_YN","USE_CNT","USE_DATE","MEMO","REG_MEMBER_NO","REG_DATE","MOD_MEMBER_NO","MOD_DATE"
P2025071756D9,AC043020255054C28,,P250717165519cd60626,"25년 7월 1회차",P2025071756D9-AC043020255054C28,"20250706","20250731",,Y,N,,0,,,M10000058,"2025-07-17 16:58:09",,
P202507178C27,M100000752025503FD16,,P250717091647e996d83,"25년 7월 2회차",P202507178C27-M100000752025503FD16,"20250717","20250718",,Y,Y,,0,,,M10000075,"2025-07-17 09:23:54",,
P202507178D3F,M1000007620253011B87,,P250717161201bc2578f,"25년 7월 1회차",P202507178D3F-M1000007620253011B87,"20250715","20250730",,Y,N,,0,,,M10000076,"2025-07-17 16:13:24",,
P20250717C808,AC0002202560151A3,,P2507171036170e01b84,"25년 7월 1회차",P20250717C808-AC0002202560151A3,"20250716","20250724",,Y,N,,0,,,M10000003,"2025-07-17 10:37:42",,
P20250717EE78,M100000752025503FD16,,P250717091647e996d83,"25년 7월 1회차",P20250717EE78-M100000752025503FD16,"20250717","20250717",,Y,N,,0,,,M10000075,"2025-07-17 09:23:19",,
P202507183B0A,AC000120255019FA1,,P2507150043264c9256b,"25년 7월 2회차_이아린비활",P202507183B0A-AC000120255019FA1,"20250718","20250731",,Y,Y,,0,,,M10000001,"2025-07-18 16:16:14",,
P202507185B99,AC0001202530101AF,,P2507041007510da4ac5,"25년 7월 9회차",P202507185B99-AC0001202530101AF,"20250716","20250720",,Y,N,,0,,,M10000001,"2025-07-18 12:04:25",,
P20250718B4BE,AC000120255019FA1,,P2507150043264c9256b,"25년 7월 1회차",P20250718B4BE-AC000120255019FA1,"20250718","20250731",,Y,Y,,0,,,M10000001,"2025-07-18 11:44:25",,
P20250718C707,AC0001202530101AF,,P2507041007510da4ac5,"25년 7월 8회차",P20250718C707-AC0001202530101AF,"20250717","20250719",,Y,N,,0,,,M10000001,"2025-07-18 12:03:49",,
P20250719AB51,DC02362025602872F,,P250719160644bffdded,"25년 7월 1회차",P20250719AB51-DC02362025602872F,"20250719","20250726",,Y,N,,0,,,M10000080,"2025-07-19 16:16:09",,
P202507213ACA,M1000008720256056A20,,P2507211124060e80787,"25년 7월 1회차",P202507213ACA-M1000008720256056A20,"20250722","20250723",,Y,Y,,0,,,M10000087,"2025-07-21 14:39:46",,
P202507217086,M10000086202560261A9,,P250721105724aff94b0,"25년 7월 1회차",P202507217086-M10000086202560261A9,"20250721","20250725",,Y,Y,,0,,,M10000086,"2025-07-21 11:03:36",,
P2025072176E5,M1000008820256034F56,,P250721113552362483e,"25년 7월 1회차",P2025072176E5-M1000008820256034F56,"20250721","20250731",,Y,Y,,0,,,M10000088,"2025-07-21 11:41:40",,
P2025072179E5,M10000086202560261A9,,P250721105724aff94b0,"25년 7월 2회차",P2025072179E5-M10000086202560261A9,"20250721","20250725",,Y,N,,0,,,M10000086,"2025-07-21 11:06:30",,
P202507218CA1,M1000000320255021238,,P250707105818db73bdd,"25년 7월 3회차",P202507218CA1-M1000000320255021238,"20250714","20250722",,Y,N,,0,,,M10000003,"2025-07-21 11:58:27",,
P20250721C339,M1000008720256056A20,,P2507211124060e80787,테스트,P20250721C339-M1000008720256056A20,"20250721","20250731",,Y,Y,,0,,,M10000087,"2025-07-21 14:41:08",,
P2025072226C8,AC00022025401C594,,P25071811580130922b5,전체테스트 7차,P2025072226C8-AC00022025401C594,"20250801","20250810",,Y,N,,0,,,M10000041,"2025-07-22 15:17:55",,
P202507224ADE,AC0002202560151A3,,P2507221128463c6637f, 테스트R,P202507224ADE-AC0002202560151A3,"20250701","20250731",,Y,N,,0,,,M10000041,"2025-07-22 15:08:06",,
P202507225E70,AC00022025301E0AC,,P25071811580130922b5,"25년 7월 9회차",P202507225E70-AC00022025301E0AC,"20250725","20250725",,Y,N,,0,,,M10000041,"2025-07-22 14:57:51",,
P202507226479,AC00022025507DF01,,P250715151810abb3366,"25년 7월 2회차",P202507226479-AC00022025507DF01,"20250724","20250731",,Y,N,,0,,,M10000041,"2025-07-22 10:51:13",,
P202507226E5D,AC00022025401C594,,P25071811580130922b5,"4차 평가 ",P202507226E5D-AC00022025401C594,"20250723","20250731",,Y,N,,0,,,M10000041,"2025-07-22 10:52:48",,
P202507226EE9,M10000091202560142A0,,P250722105604d07015e,"25년 7월 1회차",P202507226EE9-M10000091202560142A0,"20250722","20250722",,Y,N,,0,,,M10000091,"2025-07-22 11:02:27",,
P202507227394,AC00022025401C594,,P2507221128463c6637f,평가,P202507227394-AC00022025401C594,"20250729","20250822",,Y,N,,0,,,M10000041,"2025-07-22 16:45:15",,
P2025072289FD,M10000092202530442E7,,P250722153002f847fca,"25년 7월 1회차",P2025072289FD-M10000092202530442E7,"20250723","20250729",,Y,Y,,0,,,M10000092,"2025-07-22 15:34:57",,
P20250722B986,AC00022025507DF01,,P25071811580130922b5,전체테스트 7차,P20250722B986-AC00022025507DF01,"20250801","20250810",,Y,N,,0,,,M10000041,"2025-07-22 15:17:55",,
P20250722BAB6,TC046120256076567,,P250721143431ed6548b,"25년 7월 1회차",P20250722BAB6-TC046120256076567,"20250722","20250725",,Y,Y,,0,,,M10000089,"2025-07-22 09:00:07",,
P20250722C684,AC00022025507DF01,,P2507221128463c6637f,평가,P20250722C684-AC00022025507DF01,"20250729","20250822",,Y,N,,0,,,M10000041,"2025-07-22 16:45:15",,
P20250722D67F,M100000902025602F30D,,P2507221330167c40d26,"25년 7월 1회차",P20250722D67F-M100000902025602F30D,"20250722","20250820",,Y,Y,,0,,,M10000090,"2025-07-22 13:39:51",,
P20250722D7E5,AC0002202560151A3,,P25071811580130922b5,"5차 전체 평가",P20250722D7E5-AC0002202560151A3,"20250721","20250730",,Y,N,,0,,,M10000041,"2025-07-22 10:43:42",,
P20250722EF62,M1000000320255021238,,P250707105818db73bdd,"25년 7월 4회차",P20250722EF62-M1000000320255021238,"20250715","20250724",,Y,N,,0,,,M10000003,"2025-07-22 09:13:28",,
P20250722F69F,AC00022025401C594,,P250715151810abb3366,"25년 7월 2회차",P20250722F69F-AC00022025401C594,"20250724","20250731",,Y,N,,0,,,M10000041,"2025-07-22 10:51:13",,
P2025072322B4,EC022120253012B84,,P250723191212d6bcfc0,"1회차 테스트 검사",P2025072322B4-EC022120253012B84,"20250722","20250731",,Y,Y,,0,,,M10000094,"2025-07-23 19:20:50",,
P202507234F9A,M100000942025305AFC0,,P250723191324fc03569,"25년 7월 1회차",P202507234F9A-M100000942025305AFC0,"20250721","20250725",,Y,N,,0,,,M10000094,"2025-07-23 19:23:56",,
P20250723CEEB,EC02212025401064B,,P250723191212d6bcfc0,"25년 7월 2회차",P20250723CEEB-EC02212025401064B,"20250722","20250731",,Y,N,,0,,,M10000095,"2025-07-23 19:21:24",,
P20250723EC7B,EC02212025401064B,,P250723191212d6bcfc0,"1회차 테스트 검사",P20250723EC7B-EC02212025401064B,"20250722","20250731",,Y,N,,0,,,M10000094,"2025-07-23 19:20:50",,
P2025072408CB,M100000932025602D4F3,,P250722155601f3bab29,"25년 7월 1회차",P2025072408CB-M100000932025602D4F3,"20250724","20250725",,Y,Y,,0,,,M10000093,"2025-07-24 08:09:20",,
P202507240F0C,AC00022025507DF01,,P25071811580130922b5,전체평가 등록(07.24),P202507240F0C-AC00022025507DF01,"20250730","20250830",,Y,N,,0,,,M10000041,"2025-07-24 09:42:14",,
P2025072421A2,AC0002202560151A3,,P25071811580130922b5,전체평가 등록(07.24),P2025072421A2-AC0002202560151A3,"20250730","20250830",,Y,N,,0,,,M10000041,"2025-07-24 09:42:14",,
P202507243189,AC00012025302AC6F,,P2507041007510da4ac5,ㅂㅈㄷ,P202507243189-AC00012025302AC6F,"20250722","20250725",,Y,N,,0,,,M10000001,"2025-07-24 14:24:51",,
P202507244890,AC03782025403D43A,,P2507070211334306775,"25년 7월 2회차",P202507244890-AC03782025403D43A,"20250724","20250731",,Y,N,,0,,,M10000006,"2025-07-24 10:45:16",,
P202507244D6A,AC00022025507DF01,,P250715152236eb5a632,평가ㅏ,P202507244D6A-AC00022025507DF01,"20250730","20250730",,Y,N,,0,,,M10000041,"2025-07-24 14:12:35",,
P2025072453A3,AC00022025302A937,,P25071811580130922b5,전체평가 등록(07.24),P2025072453A3-AC00022025302A937,"20250730","20250830",,Y,N,,0,,,M10000041,"2025-07-24 09:42:14",,
P20250724601C,DC009220253012482,,P250724102420f281ca1,"25년 7월 2회차",P20250724601C-DC009220253012482,"20250724","20250725",,Y,N,,0,,,M10000097,"2025-07-24 15:25:13",,
P20250724655A,AC00022025301E0AC,,P25071811580130922b5,전체평가 등록(07.24),P20250724655A-AC00022025301E0AC,"20250730","20250830",,Y,N,,0,,,M10000041,"2025-07-24 09:42:14",,
P202507246570,M100000112025601F4F0,,P250707064803256f280,"25년 7월 1회차",P202507246570-M100000112025601F4F0,"20250721","20250715",,Y,N,,0,,,M10000011,"2025-07-24 11:21:06",,
P202507247868,AC00012025610D8A4,,P25072410495916e77a8,"25년 7월 1회차",P202507247868-AC00012025610D8A4,"20250721","20250725",,Y,N,,0,,,M10000001,"2025-07-24 10:51:58",,
P20250724824A,AC00022025401C594,,P25071811580130922b5,전체평가 등록(07.24),P20250724824A-AC00022025401C594,"20250730","20250830",,Y,N,,0,,,M10000041,"2025-07-24 09:42:14",,
P2025072482AD,AC03782025403D43A,,P2507070211334306775,"25년 7ㅋㅋㅋ월 1회차",P2025072482AD-AC03782025403D43A,"20250724","20250731",,Y,N,,0,,,M10000006,"2025-07-24 10:42:56",,
P20250724998C,AC00012025302AC6F,,P2507161155047202433,ㅂㅈㄷㅈㅂ,P20250724998C-AC00012025302AC6F,"20250722","20250725",,Y,N,,0,,,M10000001,"2025-07-24 11:55:56",,
P20250724CD24,DC009220253012482,,P250724102420f281ca1,"25년 7월 1회차 ",P20250724CD24-DC009220253012482,"20250724","20250725",,Y,Y,,0,,,M10000097,"2025-07-24 10:32:14",,
P20250724DBF4,AC0001202530101AF,,P2507041007510da4ac5,ㅂㅈㄷ,P20250724DBF4-AC0001202530101AF,"20250722","20250725",,Y,N,,0,,,M10000001,"2025-07-24 14:24:51",,
P20250724DDA3,AC03782025403D43A,,P2507070211334306775,테스트,P20250724DDA3-AC03782025403D43A,"20250724","20250731",,Y,N,,0,,,M10000006,"2025-07-24 14:25:39",,
P20250724E037,AC00012025303B7A5,,P2507161155047202433,ㅂㅈㄷㅈㅂ,P20250724E037-AC00012025303B7A5,"20250722","20250725",,Y,N,,0,,,M10000001,"2025-07-24 11:55:56",,
P20250724E25B,AC0001202530101AF,,P2507161155047202433,ㅂㅈㄷㅈㅂ,P20250724E25B-AC0001202530101AF,"20250722","20250725",,Y,N,,0,,,M10000001,"2025-07-24 11:55:56",,
P20250724FD0B,AC037820254013BEF,,P2507070211334306775,테스트,P20250724FD0B-AC037820254013BEF,"20250724","20250731",,Y,N,,0,,,M10000006,"2025-07-24 14:25:39",,
P202507284E08,AC000120255019FA1,,P2507150043264c9256b,"25년 7월 3회차",P202507284E08-AC000120255019FA1,"20250728","20250731",,Y,N,,0,,,M10000001,"2025-07-28 09:39:08",,
P202507302BFC,M100001002025403E4B1,,P2507280938099ea6e0b,"25년 7월 1회차",P202507302BFC-M100001002025403E4B1,"20250730","20250809",,Y,N,,0,,,M10000100,"2025-07-30 16:39:27",,
P202508011C53,AC00022025303BF27,,P2507071050375f7a23d,평가생성1차,P202508011C53-AC00022025303BF27,"20250820","20250828",,Y,N,,0,,,M10000041,"2025-08-01 17:29:10",,
P202508012267,AC0001202530101AF,,P2507041007510da4ac5,"26년 4월 1회차",P202508012267-AC0001202530101AF,"20260401","20260430",,Y,N,,0,,,M10000001,"2025-08-01 15:28:29",,
P202508039384,M10000083202560193E0,,P2507182201250976b23,"25년 8월 1회차",P202508039384-M10000083202560193E0,"20250803","20250831",,Y,Y,,0,,,M10000083,"2025-08-03 15:37:49",,
P2025080411D5,AC00022025507DF01,,P250715152236eb5a632,fhd,P2025080411D5-AC00022025507DF01,"20250821","20250827",,Y,N,,0,,,M10000041,"2025-08-04 09:56:15",,
P202508045549,AC059020253037FC0,,P2508041030249f0420a,"25년 8월 1회차",P202508045549-AC059020253037FC0,"20250805","20250830",,Y,N,,0,,,M10000126,"2025-08-04 10:31:44",,
P20250804712C,AC00022025303BF27,,P2507071050375f7a23d,asdfsdfsdf,P20250804712C-AC00022025303BF27,"20250805","20250831",,Y,N,,0,,,M10000041,"2025-08-04 10:01:07",,
P20250804878C,AC00022025302A937,,P250715165918848048e,"25년 8월 1회차",P20250804878C-AC00022025302A937,"20250820","20250828",,Y,N,,0,,,M10000041,"2025-08-04 09:56:33",,
P202508049752,AC00022025301E0AC,,P2507221128463c6637f,"25년 8월 1회차xx",P202508049752-AC00022025301E0AC,"20250804","20250823",,Y,N,,0,,,M10000041,"2025-08-04 10:00:37",,
P20250804A3ED,AC059020253037FC0,,P2508041030249f0420a,"2차 평가테스트",P20250804A3ED-AC059020253037FC0,"20250801","20250803",,Y,N,,0,,,M10000126,"2025-08-04 10:32:10",,
P202508055B74,AC000120256016589,,P250708043436e55f5e5,"6학년 8월평가",P202508055B74-AC000120256016589,"20250805","20250821",,Y,N,,0,,,M10000001,"2025-08-05 10:02:15",,
P202508061381,AC03782025403D43A,,P2507070211334306775,"25년 8월 1회차",P202508061381-AC03782025403D43A,"20250806","20250813",,Y,N,,0,,,M10000006,"2025-08-06 14:06:25",,
P202508069681,AC00022025301E0AC,,P25071811580130922b5,"25년 8월 1회차",P202508069681-AC00022025301E0AC,"20250819","20250822",,Y,N,,0,,,M10000041,"2025-08-06 14:39:45",,
P20250806C67B,AC03782025403D43A,,P2507070211334306775,"25년 8월 3회차",P20250806C67B-AC03782025403D43A,"20250806","20250807",,Y,N,,0,,,M10000006,"2025-08-06 16:47:05",,
P20250806E7E9,AC03782025403D43A,,P2507070211334306775,"25년 8월 2회차",P20250806E7E9-AC03782025403D43A,"20250806","20250813",,Y,Y,,0,,,M10000006,"2025-08-06 14:08:37",,
P202508071AF3,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월 1회차",P202508071AF3-AC0001202530101AF,"20250808","20250813",,Y,N,,0,,,M10000001,"2025-08-07 10:27:21",,
P202508072F21,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월",P202508072F21-AC0001202530101AF,"20250806","20250809",,Y,N,,0,,,M10000001,"2025-08-07 16:37:19",,
P2025080762D7,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월 2회차",P2025080762D7-AC0001202530101AF,"20250807","20250808",,Y,Y,,0,,,M10000001,"2025-08-07 10:38:05",,
P202508078FED,AC03782025403D43A,,P2507070211334306775,"25년 8월",P202508078FED-AC03782025403D43A,"20250807","20250831",,Y,N,,0,,,M10000006,"2025-08-07 16:49:44",,
P20250807A7E5,AC000120256016589,,P250708043436e55f5e5,"25년 8월 2회차",P20250807A7E5-AC000120256016589,"20250807","20250831",,Y,N,,0,,,M10000001,"2025-08-07 13:28:09",,
P20250807B626,M100001002025403E4B1,,P2507280938099ea6e0b,평가 1차,P20250807B626-M100001002025403E4B1,"20250808","20250816",,Y,N,,0,,,M10000100,"2025-08-07 15:12:15",,
P20250807D4E4,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월 2회차",P20250807D4E4-AC0001202530101AF,"20250724","20250731",,Y,N,,0,,,M10000001,"2025-08-07 10:32:14",,
P202508087A03,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월",P202508087A03-AC0001202530101AF,"20250805","20250904",,Y,N,,0,,,M10000001,"2025-08-08 08:56:32",,
P202508117A68,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월",P202508117A68-AC0001202530101AF,"20250811","20250814",,Y,N,,0,,,M10000001,"2025-08-11 17:53:22",,
P202508119E7D,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월 test",P202508119E7D-AC0001202530101AF,"20250811","20250813",,Y,Y,,0,,,M10000001,"2025-08-11 13:49:58",,
P20250811A682,AC000120256016589,,P2507041007510da4ac5,"25년 8월 test",P20250811A682-AC000120256016589,"20250811","20250813",,Y,N,,0,,,M10000001,"2025-08-11 13:49:58",,
P20250811E557,AC00012025302AC6F,,P2507041007510da4ac5,"25년 8월",P20250811E557-AC00012025302AC6F,"20250811","20250814",,Y,N,,0,,,M10000001,"2025-08-11 17:53:22",,
P20250811FE9D,AC000120255019FA1,,P2507041007510da4ac5,"25년 8월 test",P20250811FE9D-AC000120255019FA1,"20250811","20250813",,Y,N,,0,,,M10000001,"2025-08-11 13:49:58",,
P2025081356D5,DC00922025303B742,,P250811134708e25c2f2,"25년 8월 Test",P2025081356D5-DC00922025303B742,"20250813","20250821",,Y,Y,,0,,,M10000097,"2025-08-13 15:56:43",SYSTEM,"2025-08-20 20:24:13"
P2025082502BA,AC0001202530101AF,,P2507150043264c9256b,"25년 8월",P2025082502BA-AC0001202530101AF,"20250825","20250830",,Y,N,,0,,,M10000001,"2025-08-25 16:57:06",,
P202508250AE5,AC0001202530101AF,,P250730164149db6428e,"25년 8월 1111111",P202508250AE5-AC0001202530101AF,"20250825","20250830",,Y,N,,0,,,M10000001,"2025-08-25 16:58:09",,
P2025082570B9,AC00012025302AC6F,,P2507041007510da4ac5,"25년 8월4444444",P2025082570B9-AC00012025302AC6F,"20250825","20250830",,Y,N,,0,,,M10000001,"2025-08-25 14:00:23",,
P2025082579FC,AC00012025302AC6F,,P2507041007510da4ac5,"25년 8월1234",P2025082579FC-AC00012025302AC6F,"20250825","20250831",,Y,N,,0,,,M10000001,"2025-08-25 13:59:53",,
P202508257D79,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월4444444",P202508257D79-AC0001202530101AF,"20250825","20250830",,Y,N,,0,,,M10000001,"2025-08-25 14:00:23",,
P202508258127,AC0001202530101AF,,P2507041007510da4ac5,"25년 8월1234",P202508258127-AC0001202530101AF,"20250825","20250831",,Y,N,,0,,,M10000001,"2025-08-25 13:59:53",,
P2025082592E6,AC00012025302AC6F,,P250730164149db6428e,"25년 8월 1111111",P2025082592E6-AC00012025302AC6F,"20250825","20250830",,Y,N,,0,,,M10000001,"2025-08-25 16:58:09",,
P20250825AE29,AC00012025302AC6F,,P2507150043264c9256b,"25년 8월",P20250825AE29-AC00012025302AC6F,"20250825","20250830",,Y,N,,0,,,M10000001,"2025-08-25 16:57:06",,
P202508284D24,M1000011720251039516,,P2508221327105b2e7d2,"25년 8월",P202508284D24-M1000011720251039516,"20250816","20250831",,Y,N,,0,,,M10000117,"2025-08-28 17:52:14",,
